序号,中文名称,英文名称,学名
6258,黑脸燕鵙,Black-faced Woodswallow,Artamus cinereus
6259,暗燕鵙,Dusky Woodswallow,Artamus cyanopterus
6260,小燕鵙,Little Woodswallow,Artamus minor
6261,盾钟鹊,Lowland Peltops,Peltops blainvillii
6262,山盾钟鹊,Mountain Peltops,Peltops montanus
6263,黑钟鹊,Black Butcherbird,Melloria quoyi
6264,黑背钟鹊,Australian Magpie,Gymnorhina tibicen
6265,灰钟鹊,Grey Butcherbird,Cracticus torquatus
6266,银背钟鹊,Silver-backed Butcherbird,Cracticus argenteus
6267,白喉钟鹊,Black-backed Butcherbird,Cracticus mentalis
6268,黑喉钟鹊,Pied Butcherbird,Cracticus nigrogularis
6269,黑头钟鹊,Hooded Butcherbird,Cracticus cassicus
6270,白腰钟鹊,Tagula Butcherbird,Cracticus louisiadensis
6271,斑噪钟鹊,Pied Currawong,Strepera graculina
6272,黑噪钟鹊,Black Currawong,Strepera fuliginosa
6273,灰噪钟鹊,Grey Currawong,Strepera versicolor
6274,斑啸鹟,Mottled Berryhunter,Rhagologus leucostigma
6275,黑翅雀鹎,Common Iora,Aegithina tiphia
6276,白尾雀鹎,Marshall's Iora,Aegithina nigrolutea
6277,绿雀鹎,Green Iora,Aegithina viridissima
6278,大绿雀鹎,Great Iora,Aegithina lafresnayei
6279,细嘴地鹃鵙,Ground Cuckooshrike,Coracina maxima
6280,大鹃鵙,Large Cuckooshrike,Coracina macei
6281,爪哇鹃鵙,Javan Cuckooshrike,Coracina javensis
6282,黑脸鹃鵙,Black-faced Cuckooshrike,Coracina novaehollandiae
6283,帝汶鹃鵙,Wallacean Cuckooshrike,Coracina personata
6284,布鲁鹃鵙,Buru Cuckooshrike,Coracina fortis
6285,摩鹿加鹃鵙,Moluccan Cuckooshrike,Coracina atriceps
6286,青灰鹃鵙,Slaty Cuckooshrike,Coracina schistacea
6287,美岛鹃鵙,South Melanesian Cuckooshrike,Coracina caledonica
6288,北美岛鹃鵙,North Melanesian Cuckooshrike,Coracina welchmani
6289,厚嘴鹃鵙,Stout-billed Cuckooshrike,Coracina caeruleogrisea
6290,苏拉蓝鹃鵙,Cerulean Cuckooshrike,Coracina temminckii
6291,巽他鹃鵙,Sunda Cuckooshrike,Coracina larvata
6292,斑腹鹃鵙,Bar-bellied Cuckooshrike,Coracina striata
6293,安达曼鹃鵙,Andaman Cuckooshrike,Coracina dobsoni
6294,双色鹃鵙,Pied Cuckooshrike,Coracina bicolor
6295,黄眼鹃鵙,Barred Cuckooshrike,Coracina lineata
6296,白眼先鹃鵙,Boyer's Cuckooshrike,Coracina boyeri
6297,白腰鹃鵙,White-rumped Cuckooshrike,Coracina leucopygia
6298,白腹鹃鵙,White-bellied Cuckooshrike,Coracina papuensis
6299,马努斯鹃鵙,Manus Cuckooshrike,Coracina ingens
6300,黑冠鹃鵙,Hooded Cuckooshrike,Coracina longicauda
6301,哈岛鹃鵙,Halmahera Cuckooshrike,Edolisoma parvulum
6302,姬鹃鵙,Pygmy Cuckooshrike,Celebesica abbotti
6303,山鹃鵙,New Caledonian Cuckooshrike,Edolisoma anale
6304,非洲灰鹃鵙,Grey Cuckooshrike,Ceblepyris caesius
6305,白胸鹃鵙,White-breasted Cuckooshrike,Ceblepyris pectoralis
6306,格氏鹃鵙,Grauer's Cuckooshrike,Ceblepyris graueri
6307,马岛鹃鵙,Madagascan Cuckooshrike,Ceblepyris cinereus
6308,科摩罗鹃鵙,Comoros Cuckooshrike,Ceblepyris cucullatus
6309,蓝鹃鵙,Blue Cuckooshrike,Cyanograucalus azureus
6310,毛里求斯鹃鵙,Mauritius Cuckooshrike,Lalage typica
6311,留岛鹃鵙,Reunion Cuckooshrike,Lalage newtoni
6312,菲律宾黑鹃鵙,Blackish Cuckooshrike,Edolisoma coerulescens
6313,多氏鹃鵙,Pale-shouldered Cicadabird,Edolisoma dohertyi
6314,凯岛鹃鵙,Kai Cicadabird,Edolisoma dispar
6315,长嘴鹃鵙,Common Cicadabird,Edolisoma tenuirostre
6316,帕劳鹃鵙,Palau Cicadabird,Edolisoma monacha
6317,噪鹃鵙,Yap Cicadabird,Edolisoma nesiotis
6318,波纳佩鹃鵙,Pohnpei Cicadabird,Edolisoma insperatum
6319,灰顶鹃鵙,Grey-capped Cicadabird,Edolisoma remotum
6320,马基拉鹃鵙,Makira Cicadabird,Edolisoma salomonis
6321,黑胸鹃鵙,Black-bibbed Cicadabird,Edolisoma mindanense
6322,苏拉鹃鵙,Sulawesi Cicadabird,Edolisoma morio
6323,苏岛鹃鵙,Sula Cicadabird,Edolisoma sula
6324,灰白鹃鵙,Pale Cicadabird,Edolisoma ceramense
6325,黑肩鹃鵙,Black-shouldered Cicadabird,Edolisoma incertum
6326,灰头鹃鵙,Grey-headed Cuckooshrike,Edolisoma schisticeps
6327,新几内亚鹃鵙,Black Cicadabird,Edolisoma melas
6328,高山鹃鵙,Black-bellied Cuckooshrike,Edolisoma montanum
6329,黑腹鹃鵙,Solomons Cuckooshrike,Edolisoma holopolium
6330,白翅鹃鵙,White-winged Cuckooshrike,Edolisoma ostentum
6331,尖尾鹃鵙,McGregor's Cuckooshrike,Malindangia mcgregori
6332,灰鹃鵙,Indochinese Cuckooshrike,Lalage polioptera
6333,暗灰鹃鵙,Black-winged Cuckooshrike,Lalage melaschistos
6334,缨鹃鵙,Lesser Cuckooshrike,Lalage fimbriata
6335,黑头鹃鵙,Black-headed Cuckooshrike,Lalage melanoptera
6336,橙鹃鵙,Golden Cuckooshrike,Campochaera sloetii
6337,黑白鸣鹃鵙,Black-and-white Triller,Lalage melanoleuca
6338,黑鸣鹃鵙,Pied Triller,Lalage nigra
6339,白腰鸣鹃鵙,White-rumped Triller,Lalage leucopygialis
6340,白肩鸣鹃鵙,White-shouldered Triller,Lalage sueurii
6341,白翅鸣鹃鵙,White-winged Triller,Lalage tricolor
6342,金腹鸣鹃鵙,Rufous-bellied Triller,Lalage aurea
6343,黑眉鸣鹃鵙,Black-browed Triller,Lalage atrovirens
6344,白眉鸣鹃鵙,White-browed Triller,Lalage moesta
6345,杂色鸣鹃鵙,Varied Triller,Lalage leucomela
6346,圣马蒂亚斯鹃鵙,Mussau Triller,Lalage conjuncta
6347,斑鸣鹃鵙,Polynesian Triller,Lalage maculosa
6348,萨摩亚鸣鹃鵙,Samoan Triller,Lalage sharpei
6349,长尾鸣鹃鵙,Long-tailed Triller,Lalage leucopyga
6350,黑鹃鵙,Black Cuckooshrike,Campephaga flava
6351,红肩鹃鵙,Red-shouldered Cuckooshrike,Campephaga phoenicea
6352,红腹鹃鵙,Petit's Cuckooshrike,Campephaga petiti
6353,紫喉鹃鵙,Purple-throated Cuckooshrike,Campephaga quiscalina
6354,加纳鹃鵙,Western Wattled Cuckooshrike,Lobotos lobatus
6355,鹂鹃鵙,Eastern Wattled Cuckooshrike,Lobotos oriolinus
6356,粉红山椒鸟,Rosy Minivet,Pericrocotus roseus
6357,小灰山椒鸟,Swinhoe's Minivet,Pericrocotus cantonensis
6358,灰山椒鸟,Ashy Minivet,Pericrocotus divaricatus
6359,琉球山椒鸟,Ryukyu Minivet,Pericrocotus tegimae
6360,小山椒鸟,Small Minivet,Pericrocotus cinnamomeus
6361,火红山椒鸟,Fiery Minivet,Pericrocotus igneus
6362,三色山椒鸟,Little Minivet,Pericrocotus lansbergei
6363,白腹山椒鸟,White-bellied Minivet,Pericrocotus erythropygius
6364,杰氏山椒鸟,Jerdon's Minivet,Pericrocotus albifrons
6365,灰喉山椒鸟,Grey-chinned Minivet,Pericrocotus solaris
6366,长尾山椒鸟,Long-tailed Minivet,Pericrocotus ethologus
6367,短嘴山椒鸟,Short-billed Minivet,Pericrocotus brevirostris
6368,巽他山椒鸟,Sunda Minivet,Pericrocotus miniatus
6369,赤黄山椒鸟,Orange Minivet,Pericrocotus flammeus
6370,赤红山椒鸟,Scarlet Minivet,Pericrocotus speciosus
6371,黄头刺莺,Yellowhead,Mohoua ochrocephala
6372,白头刺莺,Whitehead,Mohoua albicilla
6373,新西兰刺莺,Pipipi,Mohoua novaeseelandiae
6374,杂色澳䴓,Varied Sittella,Daphoenositta chrysoptera
6375,巴布亚澳䴓,Papuan Sittella,Daphoenositta papuensis
6376,黑澳䴓,Black Sittella,Daphoenositta miranda
6377,肉垂鵙雀鹟,Wattled Ploughbill,Eulacestoma nigropectus
6378,棕颈啸鹟,Rufous-naped Bellbird,Aleadryas rufinucha
6379,冠林鵙鹟,Piping Bellbird,Ornorectes cristatus
6380,冠钟鹟,Crested Bellbird,Oreoica gutturalis
6381,鵙雀鹟,Crested Shriketit,Falcunculus frontatus
6382,栗背啸鹟,Maroon-backed Whistler,Coracornis raveni
6383,苏拉鵙鹟,Sangihe Shrikethrush,Coracornis sanghirensis
6384,黑林鵙鹟,Black Pitohui,Melanorectes nigrescens
6385,绿啸鹟,Olive Whistler,Pachycephala olivacea
6386,红眼先啸鹟,Red-lored Whistler,Pachycephala rufogularis
6387,吉氏啸鹟,Gilbert's Whistler,Pachycephala inornata
6388,红树啸鹟,Mangrove Whistler,Pachycephala cinerea
6389,绿背啸鹟,Green-backed Whistler,Pachycephala albiventris
6390,白臀啸鹟,White-vented Whistler,Pachycephala homeyeri
6391,海岛啸鹟,Island Whistler,Pachycephala phaionota
6392,棕胸啸鹟,Rusty Whistler,Pachycephala hyperythra
6393,褐背啸鹟,Brown-backed Whistler,Pachycephala modesta
6394,黄腹啸鹟,Yellow-bellied Whistler,Pachycephala philippinensis
6395,硫磺腹啸鹟,Sulphur-vented Whistler,Pachycephala sulfuriventer
6396,加里啸鹟,Bornean Whistler,Pachycephala hypoxantha
6397,弗格克啸鹟,Vogelkop Whistler,Pachycephala meyeri
6398,灰啸鹟,Grey Whistler,Pachycephala simplex
6399,褐胸啸鹟,Fawn-breasted Whistler,Pachycephala orpheus
6400,黑领啸鹟,Sclater's Whistler,Pachycephala soror
6401,锈胸啸鹟,Rusty-breasted Whistler,Pachycephala fulvotincta
6402,黄喉啸鹟,Yellow-throated Whistler,Pachycephala macrorhyncha
6403,巴列姆啸鹟,Baliem Whistler,Pachycephala balim
6404,黑颏啸鹟,Black-chinned Whistler,Pachycephala mentalis
6405,金啸鹟,Australian Golden Whistler,Pachycephala pectoralis
6406,西方啸鹟,Western Whistler,Pachycephala occidentalis
6407,俾斯麦啸鹟,Bismarck Whistler,Pachycephala citreogaster
6408,鹂啸鹟,Oriole Whistler,Pachycephala orioloides
6409,路易啸鹟,Louisiade Whistler,Pachycephala collaris
6410,伦纳啸鹟,Rennell Whistler,Pachycephala feminina
6411,美岛啸鹟,Melanesian Whistler,Pachycephala chlorura
6412,新喀啸鹟,New Caledonian Whistler,Pachycephala caledonica
6413,白喉啸鹟,Fiji Whistler,Pachycephala vitiensis
6414,泰莫图啸鹟,Temotu Whistler,Pachycephala vanikorensis
6415,汤岛啸鹟,Tongan Whistler,Pachycephala jacquinoti
6416,黑尾啸鹟,Mangrove Golden Whistler,Pachycephala melanura
6417,黄额啸鹟,Samoan Whistler,Pachycephala flavifrons
6418,山啸鹟,Hooded Whistler,Pachycephala implicata
6419,布岛啸鹟,Bougainville Whistler,Pachycephala richardsi
6420,裸喉啸鹟,Bare-throated Whistler,Pachycephala nudigula
6421,罗氏啸鹟,Lorentz's Whistler,Pachycephala lorentzi
6422,斯氏啸鹟,Regent Whistler,Pachycephala schlegelii
6423,黄背啸鹟,Golden-backed Whistler,Pachycephala aurea
6424,棕啸鹟,Rufous Whistler,Pachycephala rufiventris
6425,阿鲁啸鹟,Black-headed Whistler,Pachycephala monacha
6426,白腹啸鹟,White-bellied Whistler,Pachycephala leucogastra
6427,印尼啸鹟,Wallacean Whistler,Pachycephala arctitorquis
6428,褐啸鹟,Drab Whistler,Pachycephala griseonota
6429,红胸啸鹟,Cinnamon-breasted Whistler,Pachycephala johni
6430,白胸啸鹟,White-breasted Whistler,Pachycephala lanioides
6431,晨鵙鹟,Morningbird,Pachycephala tenebrosa
6432,斑胸林鵙鹟,White-bellied Pitohui,Pseudorectes incertus
6433,锈色林鵙鹟,Rusty Pitohui,Pseudorectes ferrugineus
6434,纹胸鵙鹟,Bower's Shrikethrush,Colluricincla boweri
6435,乌鵙鹟,Sooty Shrikethrush,Colluricincla tenebrosa
6436,棕鵙鹟,Arafura Shrikethrush,Colluricincla megarhyncha
6437,灰鵙鹟,Grey Shrikethrush,Colluricincla harmonica
6438,褐胸鵙鹟,Sandstone Shrikethrush,Colluricincla woodwardi
6439,黄嘴鹊鵙,Yellow-billed Shrike,Corvinella corvina
6440,白肩鹊鵙,Magpie Shrike,Urolestes melanoleucus
6441,白腰林鵙,Northern White-crowned Shrike,Eurocephalus ruppelli
6442,白顶林鵙,Southern White-crowned Shrike,Eurocephalus anguitimens
6443,虎纹伯劳,Tiger Shrike,Lanius tigrinus
6444,南非伯劳,Souza's Shrike,Lanius souzae
6445,牛头伯劳,Bull-headed Shrike,Lanius bucephalus
6446,红尾伯劳,Brown Shrike,Lanius cristatus
6447,红背伯劳,Red-backed Shrike,Lanius collurio
6448,荒漠伯劳,Isabelline Shrike,Lanius isabellinus
6449,棕尾伯劳,Red-tailed Shrike,Lanius phoenicuroides
6450,栗背伯劳,Burmese Shrike,Lanius collurioides
6451,艾氏伯劳,Emin's Shrike,Lanius gubernator
6452,褐背伯劳,Bay-backed Shrike,Lanius vittatus
6453,棕背伯劳,Long-tailed Shrike,Lanius schach
6454,灰背伯劳,Grey-backed Shrike,Lanius tephronotus
6455,灰顶伯劳,Mountain Shrike,Lanius validirostris
6456,麦氏伯劳,Mackinnon's Shrike,Lanius mackinnoni
6457,黑额伯劳,Lesser Grey Shrike,Lanius minor
6458,呆头伯劳,Loggerhead Shrike,Lanius ludovicianus
6459,灰伯劳,Northern Shrike,Lanius borealis
6460,西方灰伯劳,Great Grey Shrike,Lanius excubitor
6461,南灰伯劳,Iberian Grey Shrike,Lanius meridionalis
6462,*草原灰伯劳,Steppe Grey Shrike,Lanius pallidirostris
6463,楔尾伯劳,Chinese Grey Shrike,Lanius sphenocercus
6464,灰背长尾伯劳,Grey-backed Fiscal,Lanius excubitoroides
6465,东非长尾伯劳,Long-tailed Fiscal,Lanius cabanisi
6466,肯尼亚伯劳,Taita Fiscal,Lanius dorsalis
6467,索马里伯劳,Somali Fiscal,Lanius somalicus
6468,北领伯劳,Northern Fiscal,Lanius humeralis
6469,领伯劳,Southern Fiscal,Lanius collaris
6470,圣多美伯劳,Sao Tome Fiscal,Lanius newtoni
6471,林䳭伯勞,Woodchat Shrike,Lanius senator
6472,云斑伯劳,Masked Shrike,Lanius nubicus
6473,棕眉鵙雀,Rufous-browed Peppershrike,Cyclarhis gujanensis
6474,黑嘴鵙雀,Black-billed Peppershrike,Cyclarhis nigrirostris
6475,栗胁鵙雀,Chestnut-sided Shrike-Vireo,Vireolanius melitophrys
6476,绿鵙雀,Green Shrike-Vireo,Vireolanius pulchellus
6477,黄眉鵙雀,Yellow-browed Shrike-Vireo,Vireolanius eximius
6478,灰顶鵙雀,Slaty-capped Shrike-Vireo,Vireolanius leucotis
6479,灰蓝莺雀,Slaty Vireo,Vireo brevipennis
6480,白眼莺雀,White-eyed Vireo,Vireo griseus
6481,厚嘴莺雀,Thick-billed Vireo,Vireo crassirostris
6482,红树莺雀,Mangrove Vireo,Vireo pallens
6483,普岛莺雀,Providencia Vireo,Vireo approximans
6484,科岛莺雀,Cozumel Vireo,Vireo bairdi
6485,圣岛莺雀,San Andres Vireo,Vireo caribaeus
6486,牙买加莺雀,Jamaican Vireo,Vireo modestus
6487,古巴莺雀,Cuban Vireo,Vireo gundlachii
6488,波多黎各莺雀,Puerto Rican Vireo,Vireo latimeri
6489,扁嘴莺雀,Flat-billed Vireo,Vireo nanus
6490,贝氏莺雀,Bell's Vireo,Vireo bellii
6491,黑顶莺雀,Black-capped Vireo,Vireo atricapilla
6492,侏莺雀,Dwarf Vireo,Vireo nelsoni
6493,灰莺雀,Grey Vireo,Vireo vicinior
6494,山莺雀,Blue Mountain Vireo,Vireo osburni
6495,黄喉莺雀,Yellow-throated Vireo,Vireo flavifrons
6496,铅色莺雀,Plumbeous Vireo,Vireo plumbeus
6497,卡氏莺雀,Cassin's Vireo,Vireo cassinii
6498,蓝头莺雀,Blue-headed Vireo,Vireo solitarius
6499,黄翅莺雀,Yellow-winged Vireo,Vireo carmioli
6500,乔科莺雀,Choco Vireo,Vireo masteri
6501,蓝顶绿莺雀,Tepui Vireo,Vireo sclateri
6502,郝氏莺雀,Hutton's Vireo,Vireo huttoni
6503,金莺雀,Golden Vireo,Vireo hypochryseus
6504,歌莺雀,Warbling Vireo,Vireo gilvus
6505,褐顶莺雀,Brown-capped Vireo,Vireo leucophrys
6506,费城莺雀,Philadelphia Vireo,Vireo philadelphicus
6507,红眼莺雀,Red-eyed Vireo,Vireo olivaceus
6508,巴西莺雀,Noronha Vireo,Vireo gracilirostris
6509,黄绿莺雀,Yellow-green Vireo,Vireo flavoviridis
6510,黑髭莺雀,Black-whiskered Vireo,Vireo altiloquus
6511,尤卡莺雀,Yucatan Vireo,Vireo magister
6512,棕顶绿莺雀,Rufous-crowned Greenlet,Hylophilus poicilotis
6513,灰眼绿莺雀,Grey-eyed Greenlet,Hylophilus amaurocephalus
6514,黄胸绿莺雀,Lemon-chested Greenlet,Hylophilus thoracicus
6515,灰胸绿莺雀,Grey-chested Greenlet,Hylophilus semicinereus
6516,灰颈绿莺雀,Ashy-headed Greenlet,Hylophilus pectoralis
6517,褐头绿莺雀,Brown-headed Greenlet,Hylophilus brunneiceps
6518,棕颈绿莺雀,Rufous-naped Greenlet,Hylophilus semibrunneus
6519,金额绿莺雀,Golden-fronted Greenlet,Hylophilus aurantiifrons
6520,乌顶绿莺雀,Dusky-capped Greenlet,Hylophilus hypoxanthus
6521,黄颊绿莺雀,Buff-cheeked Greenlet,Hylophilus muscicapinus
6522,灌丛绿莺雀,Scrub Greenlet,Hylophilus flavipes
6523,橄榄绿莺雀,Olivaceous Greenlet,Hylophilus olivaceus
6524,褐顶绿莺雀,Tawny-crowned Greenlet,Hylophilus ochraceiceps
6525,灰头绿莺雀,Lesser Greenlet,Hylophilus decurtatus
6526,白腹凤鹛,White-bellied Erpornis,Erpornis zantholeuca
6527,棕腹鵙鹛,Black-headed Shrike-babbler,Pteruthius rufiventer
6528,斑鵙鹛,Pied Shrike-babbler,Pteruthius flaviscapis
6529,喜马拉雅鵙鹛,Himalayan Shrike-babbler,Pteruthius ripleyi
6530,红翅鵙鹛,Blyth's Shrike-babbler,Pteruthius aeralatus
6531,大叻鵙鹛,Dalat Shrike-babbler,Pteruthius annamensis
6532,淡绿鵙鹛,Green Shrike-babbler,Pteruthius xanthochlorus
6533,栗喉鵙鹛,Black-eared Shrike-babbler,Pteruthius melanotis
6534,颤声栗额鵙鹛,Trilling Shrike-babbler,Pteruthius aenobarbus
6535,栗额鵙鹛,Clicking Shrike-babbler,Pteruthius intermedius
6536,北岛鸫鹟,North Island Piopio,Turnagra tanagra
6537,纽西兰鸫鹟,South Island Piopio,Turnagra capensis
6538,绿裸眼鹂,Green Figbird,Sphecotheres viridis
6539,白腹裸眼鹂,Wetar Figbird,Sphecotheres hypoleucus
6540,澳大利亚裸眼鹂,Australasian Figbird,Sphecotheres vieilloti
6541,杂色林鵙鹟,Northern Variable Pitohui,Pitohui kirhocephalus
6542,四王岛林鵙鹟,Raja Ampat Pitohui,Pitohui cerviniventris
6543,南杂色林鵙鹟,Southern Variable Pitohui,Pitohui uropygialis
6544,黑头林鵙鹟,Hooded Pitohui,Pitohui dichrous
6545,褐鹂,Brown Oriole,Oriolus szalayi
6546,暗褐鹂,Dusky-brown Oriole,Oriolus phaeochromus
6547,灰领鹂,Grey-collared Oriole,Oriolus forsteni
6548,黑耳黄鹂,Black-eared Oriole,Oriolus bouroensis
6549,塔宁巴黄鹂,Tanimbar Oriole,Oriolus decipiens
6550,绿褐鹂,Olive-brown Oriole,Oriolus melanotis
6551,绿背黄鹂,Olive-backed Oriole,Oriolus sagittatus
6552,绿鹂,Green Oriole,Oriolus flavocinctus
6553,黑喉黄鹂,Dark-throated Oriole,Oriolus xanthonotus
6554,菲律宾黄鹂,Philippine Oriole,Oriolus steerii
6555,白眼先黄鹂,White-lored Oriole,Oriolus albiloris
6556,淡色鹂,Isabela Oriole,Oriolus isabellae
6557,金黄鹂,Eurasian Golden Oriole,Oriolus oriolus
6558,印度金黄鹂,Indian Golden Oriole,Oriolus kundoo
6559,非洲黄鹂,African Golden Oriole,Oriolus auratus
6560,细嘴黄鹂,Slender-billed Oriole,Oriolus tenuirostris
6561,黑枕黄鹂,Black-naped Oriole,Oriolus chinensis
6562,绿头黄鹂,Green-headed Oriole,Oriolus chlorocephalus
6563,白腹黄鹂,Sao Tome Oriole,Oriolus crassirostris
6564,西非黑头黄鹂,Western Oriole,Oriolus brachyrynchus
6565,黑头林黄鹂,Ethiopian Oriole,Oriolus monacha
6566,山鹂,Mountain Oriole,Oriolus percivali
6567,东非黑头黄鹂,Black-headed Oriole,Oriolus larvatus
6568,黑翅黄鹂,Black-winged Oriole,Oriolus nigripennis
6569,黑头黄鹂,Black-hooded Oriole,Oriolus xanthornus
6570,黑鹂,Black Oriole,Oriolus hosii
6571,绯胸黄鹂,Black-and-crimson Oriole,Oriolus cruentus
6572,朱鹂,Maroon Oriole,Oriolus traillii
6573,鹊色鹂,Silver Oriole,Oriolus mellianus
6574,方尾卷尾,Common Square-tailed Drongo,Dicrurus ludwigii
6575,辉卷尾,Shining Drongo,Dicrurus atripennis
6576,叉尾卷尾,Fork-tailed Drongo,Dicrurus adsimilis
6577,绒背卷尾,Velvet-mantled Drongo,Dicrurus modestus
6578,科摩罗卷尾,Grand Comoro Drongo,Dicrurus fuscipennis
6579,阿岛卷尾,Aldabra Drongo,Dicrurus aldabranus
6580,冠卷尾,Crested Drongo,Dicrurus forficatus
6581,马约特卷尾,Mayotte Drongo,Dicrurus waldenii
6582,黑卷尾,Black Drongo,Dicrurus macrocercus
6583,灰卷尾,Ashy Drongo,Dicrurus leucophaeus
6584,白腹卷尾,White-bellied Drongo,Dicrurus caerulescens
6585,鸦嘴卷尾,Crow-billed Drongo,Dicrurus annectens
6586,古铜色卷尾,Bronzed Drongo,Dicrurus aeneus
6587,小盘尾,Lesser Racket-tailed Drongo,Dicrurus remifer
6588,白胁卷尾,Balicassiao,Dicrurus balicassius
6589,发冠卷尾,Hair-crested Drongo,Dicrurus hottentottus
6590,塔布拉斯卷尾,Tablas Drongo,Dicrurus menagei
6591,苏门答腊卷尾,Sumatran Drongo,Dicrurus sumatranus
6592,华莱士卷尾,Wallacean Drongo,Dicrurus densus
6593,苏拉卷尾,Sulawesi Drongo,Dicrurus montanus
6594,蓝点辉卷尾,Spangled Drongo,Dicrurus bracteatus
6595,绶带卷尾,Paradise Drongo,Dicrurus megarhynchus
6596,安达曼卷尾,Andaman Drongo,Dicrurus andamanensis
6597,大盘尾,Greater Racket-tailed Drongo,Dicrurus paradiseus
6598,斯里兰卡卷尾,Sri Lanka Drongo,Dicrurus lophorinus
6599,蓝扇尾鹟,Mindanao Blue Fantail,Rhipidura superciliaris
6600,米岛蓝扇尾鹟,Visayan Blue Fantail,Rhipidura samarensis
6601,蓝头扇尾鹟,Blue-headed Fantail,Rhipidura cyaniceps
6602,塔岛扇尾鹟,Tablas Fantail,Rhipidura sauli
6603,米岛扇尾鹟,Visayan Fantail,Rhipidura albiventris
6604,白喉扇尾鹟,White-throated Fantail,Rhipidura albicollis
6605,白点扇尾鹟,White-spotted Fantail,Rhipidura albogularis
6606,白腹扇尾鹟,White-bellied Fantail,Rhipidura euryura
6607,白眉扇尾鹟,White-browed Fantail,Rhipidura aureola
6608,斑扇尾鹟,Malaysian Pied Fantail,Rhipidura javanica
6609,菲律宾斑扇尾鹟,Philippine Pied Fantail,Rhipidura nigritorquis
6610,珠点扇尾鹟,Spotted Fantail,Rhipidura perlata
6611,黑白扇尾鹟,Willie Wagtail,Rhipidura leucophrys
6612,褐冠扇尾鹟,Brown-capped Fantail,Rhipidura diluta
6613,栗尾扇尾鹟,Cinnamon-tailed Fantail,Rhipidura fuscorufa
6614,北扇尾鹟,Northern Fantail,Rhipidura rufiventris
6615,克氏扇尾鹟,Cockerell's Fantail,Rhipidura cockerelli
6616,乌黑扇尾鹟,Sooty Thicket Fantail,Rhipidura threnothorax
6617,黑薮扇尾鹟,Black Thicket Fantail,Rhipidura maculipectus
6618,白胸扇尾鹟,White-bellied Thicket Fantail,Rhipidura leucothorax
6619,黑扇尾鹟,Black Fantail,Rhipidura atra
6620,栗腹扇尾鹟,Chestnut-bellied Fantail,Rhipidura hyperythra
6621,睦扇尾鹟,Friendly Fantail,Rhipidura albolimbata
6622,灰扇尾鹟,Grey Fantail,Rhipidura albiscapa
6623,新西兰扇尾鹟,New Zealand Fantail,Rhipidura fuliginosa
6624,红树扇尾鹟,Mangrove Fantail,Rhipidura phasiana
6625,山扇尾鹟,Brown Fantail,Rhipidura drownei
6626,暗色扇尾鹟,Makira Fantail,Rhipidura tenebrosa
6627,伦纳扇尾鹟,Rennell Fantail,Rhipidura rennelliana
6628,点胸扇尾鹟,Streaked Fantail,Rhipidura verreauxi
6629,坎大扇尾鹟,Kadavu Fantail,Rhipidura personata
6630,萨摩扇尾鹟,Samoan Fantail,Rhipidura nebulosa
6631,红尾扇尾鹟,Rufous-tailed Fantail,Rhipidura phoenicura
